% Model,PSC_Degradation_CsFa_Ions_Degradation_v2.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 6 2026, 11:16"
% Dimension,1
% Nodes,2186
% Expressions,4
% Description,"Conduction band energy level, Valence band energy level, Electron quasi-Fermi energy level, Hole quasi-Fermi energy level"
% x,semi.Ec_e (J),semi.Ev_e (J),semi.Efn_e (J),semi.Efp_e (J)
29.913144392022,2.49362424739377E-19,-5.771301646229954E-22,-1.256454370759652E-30,1.9227226400710595E-30
30.170898284093656,2.49362424739377E-19,-5.771301646229954E-22,-1.256454370759652E-30,1.9227226400710595E-30
30.170898284093656,2.48916649219924E-19,-1.022905684075977E-21,-1.2666645300101198E-30,1.7270240068758618E-30
30.441646285215917,2.48916649219924E-19,-1.022905684075977E-21,-1.2666645300101198E-30,1.7270240068758618E-30
30.441646285215917,2.484690665143193E-19,-1.4704883896806838E-21,-1.2693326900929946E-30,1.5707800265894852E-30
30.726042498923835,2.484690665143193E-19,-1.4704883896806838E-21,-1.2693326900929946E-30,1.5707800265894852E-30
30.726042498923835,2.4801976265969074E-19,-1.9197922443092418E-21,-1.2665933790745763E-30,1.4820559217003214E-30
31.024772624705736,2.4801976265969074E-19,-1.9197922443092418E-21,-1.2665933790745763E-30,1.4820559217003214E-30
31.024772624705736,2.475687925396266E-19,-2.3707623643733613E-21,-1.2584465969548653E-30,1.4547586985191178E-30
31.338555684603417,2.475687925396266E-19,-2.3707623643733613E-21,-1.2584465969548653E-30,1.4547586985191178E-30
31.338555684603417,2.471209025697749E-19,-2.8186523342250944E-21,-1.2456038530892943E-30,1.349417514980483E-30
31.66144431539657,2.471209025697749E-19,-2.8186523342250944E-21,-1.2456038530892943E-30,1.349417514980483E-30
31.66144431539657,2.466925554833267E-19,-3.246999420673286E-21,-1.2298083453986751E-30,1.3205146708827413E-30
31.975227375294253,2.466925554833267E-19,-3.246999420673286E-21,-1.2298083453986751E-30,1.3205146708827413E-30
31.975227375294253,2.462971517076609E-19,-3.642403196339113E-21,-1.2126965454005044E-30,1.2737712855641937E-30
32.273957501076154,2.462971517076609E-19,-3.642403196339113E-21,-1.2126965454005044E-30,1.2737712855641937E-30
